"chr","start","end","width","nCpGs","minFDR","Stouffer","maxdiff","meandiff","overlapping_genes"
"chr6",137804737,137804803,67,2,0.0187100820689158,0.00334133480696973,-0.00554778215442361,-0.00440351150582662,""
"chr1",65264103,65264798,696,8,0.0187173953578577,0.000629876503165688,0.00534364671807758,0.00254919532647685,"DNAJC6"
"chr5",55230708,55231492,785,3,0.0187202885512897,0.00409628653336754,0.0038321356594959,0.00322231285238382,"CCNO"
"chr6",14754868,14755128,261,4,0.01872095032684,0.00154044907992904,-0.00395278220677499,-0.00272986727164292,"AL138720.1"
"chr13",33214092,33214386,295,2,0.0187417224769717,0.0359451502883972,-0.00511834963917693,-0.00289681581130654,"STARD13-AS, STARD13"
"chr13",71864546,71864747,202,2,0.018756921513392,0.00563857950866286,0.00946066838435946,0.00515501570142863,"DACH1"
"chr6",158171238,158171388,151,2,0.0187762884663559,0.00444962988439308,-0.00768213379585244,-0.00458103299415081,"GTF2H5"
"chr2",237676411,237676952,542,2,0.0187906099794856,0.00274900741758267,-0.00439697869679278,-0.00108948652777181,"LRRFIP1"
"chr15",77028280,77028446,167,4,0.018802851657191,0.00231897887339091,0.00707968966995863,0.00535221200246148,"PSTPIP1"
"chr13",100508679,100509362,684,3,0.0188064809846545,0.00151869098431972,-0.00723462747406856,-0.00569259275302841,"PCCA"
"chr13",59099497,59099655,159,2,0.0188215219091471,0.00252526151377998,-0.00637934164014546,-0.00571845931913177,""
"chr11",9533176,9533321,146,2,0.0188285030121125,0.00274575995562901,-0.0053964971018314,-0.00396348196871325,""
"chr17",66834877,66835259,383,4,0.0188323471171376,0.017802022975114,0.00497692219156563,0.00258368989094925,"CACNG5"
"chr12",57138532,57139263,732,3,0.0188326930593879,0.00144617814979557,-0.00643630282460991,-0.0057378798841377,"LRP1"
"chr3",113098240,113098494,255,2,0.018834299503432,0.00564523685188045,-0.00796633312934644,-0.00617744196226693,"AC078785.1"
"chr5",178233236,178233508,273,4,0.0188557890159775,0.0148571515239127,0.00268676159485791,0.00148334194920735,""
"chr12",103442972,103443027,56,2,0.0189020055700183,0.0310746589383405,-0.0090712241828526,-0.00493251547018257,"C12orf42"
"chr13",110044473,110044634,162,2,0.0189020055700183,0.00244784895285584,-0.00668469171626438,-0.00604195281609523,"AL390755.1"
"chr20",21391565,21392169,605,4,0.0189164154453763,0.0139425035177935,0.00716399452742919,0.00231656958856815,""
"chr16",27779729,27779945,217,5,0.018917393698014,0.00113785697957149,0.00867689424338551,0.00692422553251266,"KATNIP"
"chr8",71363316,71363381,66,2,0.0189301055991471,0.051190832162526,-0.00841498605599122,-0.00463640997806988,"EYA1"
"chr4",106690666,106690713,48,2,0.018939366467641,0.00267900892694077,-0.00534749769123746,-0.00481359662871598,"AC092445.1"
"chr11",116871429,116871636,208,2,0.01895373675007,0.0068149193912864,-0.00829809107230659,-0.00539618282633386,"SIK3"
"chr1",182615206,182615868,663,4,0.0189678010858425,0.00102560858830562,0.00704320006694106,0.0060284987533962,"LINC01686"
"chr4",187478825,187479110,286,2,0.0189850625547785,0.00449061553164417,-0.00814079166525622,-0.00583079747025566,""
"chr8",66559959,66560258,300,2,0.0189966083518762,0.00243750934321442,-0.00751227944003703,-0.00622356840941824,""
"chr14",77041118,77041191,74,2,0.0190025256653428,0.000944801340031576,0.00391811051734748,0.00270234547095213,"LINC02288"
"chr2",66581062,66581719,658,4,0.0190112091195193,0.00139237172939371,0.00602509910307978,0.00410175892069906,"LINC01798"
"chr12",43284537,43285267,731,2,0.0190112091195193,0.00218330910238011,-0.0052039355850658,-0.00473758858842908,""
"chr10",103651317,103652128,812,3,0.0190231171771412,0.00114587539546342,-0.00795548099075096,-0.00676262336550609,"SH3PXD2A"
"chr9",18238549,18238709,161,2,0.0190231171771412,0.00631040766179521,-0.00864834096539206,-0.00498988472115555,"ADAMTSL1"
"chr6",73394678,73395342,665,8,0.0190267556995839,0.00120033538697208,0.00431625063320046,0.00277914624924861,"DDX43, OOEP"
"chr2",153479793,153479888,96,3,0.0190280813693115,0.00144757690078127,-0.00637050708448409,-0.00525317768174571,"AC012501.2"
"chr2",99066975,99067292,318,2,0.0190289248365748,0.00303116163844763,-0.00623891699594273,-0.00459847131611367,"TSGA10"
"chr15",66148084,66148117,34,2,0.0190323531649233,0.00266276991681987,-0.0052329983081461,-0.00501934167277352,"MEGF11"
"chr15",71342126,71342289,164,3,0.0190334726982818,0.00300271770949402,-0.00678372698549429,-0.00486148265072802,"THSD4, AC064799.2"
"chr2",167509759,167509853,95,2,0.0190467952118337,0.00260258114039056,-0.00653945546088506,-0.00417468957050249,"AC073050.1"
"chr11",61477279,61477396,118,2,0.0190479767168461,0.0326907511373389,-0.0063296282293328,-0.00336358012197363,"AP003108.2"
"chr17",45893783,45894105,323,4,0.0190533922639214,0.00326165287345618,0.00523500284143874,0.00320687144978822,"MAPT-AS1"
"chr13",20482558,20482591,34,2,0.0190540631017785,0.00403847953213993,-0.00728184996371538,-0.00469445566249226,"CRYL1"
"chr19",58356890,58357638,749,7,0.0190564062967363,0.00466392729421535,-0.00548019566276609,-0.00260545385514074,"AC012313.3, ZNF497"
"chr17",71927075,71927080,6,2,0.0191008375800162,0.00330807606110144,-0.00301335160807673,-0.00285089268426463,""
"chr13",20419927,20420495,569,4,0.0191337893373033,0.0026668479798428,-0.00793504626325552,-0.00622225732913019,"CRYL1"
"chr8",10095126,10095687,562,8,0.0191379157596355,0.000553569328117097,0.00541430610518513,0.00375208334256824,"MSRA"
"chr1",205679963,205680083,121,2,0.0191546893280747,0.00363127131267775,-0.00053683892331056,-0.000382221896724574,"SLC45A3"
"chr8",81842262,81842876,615,3,0.0191555480832684,0.00250050782544032,-0.000989306557518215,-0.000730579029288973,"LINC02235, SNX16"
"chr11",47565114,47565947,834,11,0.0191786516807048,0.00293388673324555,-0.00271071069261402,-0.00109792660074391,"NDUFS3, PTPMT1, CELF1"
"chr2",219388931,219389241,311,4,0.0191937765701661,0.00131502845311317,0.00599533918572237,0.00429840982548884,"AC053503.1, DNPEP"
"chr12",51814113,51814937,825,3,0.0192090203292265,0.00273440338307064,0.00754591315548823,0.00511760996366147,"TMDD1"
"chr18",74949064,74949066,3,2,0.0192250027392101,0.00219363485523804,-0.00423104619679592,-0.00417859261942656,"ZNF407"
"chr5",172189249,172189570,322,4,0.0192322209161662,0.00222399937736406,0.00651340159771449,0.00550273814550566,""
"chr8",22877965,22878481,517,2,0.0192428013121495,0.00254306006900399,-0.0035945274475851,-0.00329646728002226,"AC037441.1, PEBP4"
"chr3",72123874,72124156,283,4,0.0192596527177004,0.00141744211534264,-0.006503347424068,-0.00565084203510285,"LINC00877"
"chr9",117704069,117704559,491,5,0.0192828008015798,0.00107018660999476,-0.00675706107336499,-0.00482739797066082,"AL160272.2, TLR4"
"chr17",29091676,29092248,573,4,0.0192841470105308,0.00164840503633361,0.00579067721001564,0.00486079802041924,"MYO18A"
"chr15",62569756,62570335,580,3,0.0193230216164621,0.00136840135267596,-0.00481195373977253,-0.00465473514912871,"TLN2"
"chr1",53737875,53738579,705,4,0.019336822976198,0.00124796175572897,0.00716941305760814,0.00593274470053491,"GLIS1"
"chr17",82848259,82848559,301,4,0.0193376894651096,0.00137083370043229,-0.00678906790567423,-0.00609374549945825,"TBCD"
"chr17",50559285,50559987,703,8,0.0193848365023983,0.216340660452578,0.00672383762710123,0.00119614403860435,"CACNA1G-AS1"
"chr15",56821571,56821827,257,2,0.0193894775571078,0.00355627114641611,-0.00650975556136289,-0.00574031298919581,"AC090517.4, AC090517.5"
"chr15",24847803,24848374,572,5,0.0194202173458446,0.00471428096559234,0.0069359091373231,0.004089212726186,"AC090983.2, SNRPN, AC090983.1"
"chr15",69080486,69080920,435,4,0.0194266499335991,0.00395368678731818,-0.00586700020622698,-0.00363164508344182,"EWSAT1, AC027088.2"
"chr22",31630394,31630989,596,7,0.0194411582287006,0.0004386623225331,-0.00393407973199092,-0.00327926208325543,"PISD"
"chr14",31080232,31080485,254,2,0.019441369408618,0.00250816225536823,-0.00439737440786969,-0.00357759398342077,"AP4S1"
"chr12",3236655,3237018,364,3,0.0194644310014185,0.00159790072642858,-0.00658858533265622,-0.00573728394570529,"TSPAN9"
"chr1",179230804,179231177,374,3,0.0194950400978937,0.00251015808813363,-0.00724295631513805,-0.00506923477465523,""
"chr22",41666689,41667024,336,5,0.0195215250434232,0.00264815266025527,0.00774470153070893,0.00558393212407375,""
"chr16",70693638,70694098,461,2,0.0195215250434232,0.00328513500318225,-0.00811044598095744,-0.0013623555603263,"VAC14"
"chr3",124791826,124791962,137,2,0.0195502939992103,0.00323382138033661,-0.00676938764703029,-0.00598208961387787,"ITGB5, AC022336.3"
"chr12",10719619,10719725,107,2,0.0195591685131914,0.00274575995562901,-0.00655060515108361,-0.00623355444842344,"YBX3"
"chr15",93855858,93855875,18,2,0.0195591685131914,0.00252318169766473,-0.00190450000576187,-0.00129623451588185,"LINC02207, LINC01579"
"chr16",48810843,48811319,477,4,0.0195862166373484,0.00648267103455355,0.00846388947643829,0.00366279532673557,""
"chr10",48671330,48671869,540,4,0.0196083529610694,0.00238266370659231,-0.00779198909253674,-0.00600997189984381,"AC068898.1"
"chr13",36673941,36674286,346,4,0.0196381549445338,0.00140320960628902,0.00462102116760516,0.00161623015587586,"SERTM1"
"chr7",27095947,27096572,626,8,0.0196979327591001,0.00634459471921782,0.00444893201091993,0.00116058852617135,"HOTAIRM1, AC004079.3, HOXA1"
"chr10",49166771,49166998,228,2,0.0197545136527356,0.00414599554563845,-0.00272586761828272,-0.00168996721080051,"TMEM273"
"chr16",25127128,25127377,250,2,0.0197545136527356,0.0027261647565452,-0.00645227541225862,-0.0064275598549596,"LCMT1"
"chr1",36451004,36451143,140,3,0.0197704910550316,0.00120475514678529,0.00629726816176907,0.00498867976023991,""
"chr15",83904781,83904999,219,2,0.0198025519590642,0.0025473045898963,-0.00804885520451096,-0.00602397016638127,"ADAMTSL3"
"chr2",9842923,9843082,160,5,0.0198099920725478,0.000389803522912448,0.00679078162674175,0.00433472539589382,""
"chr2",12155491,12155841,351,2,0.0198099920725478,0.00260258114039056,-0.00799985462473051,-0.00726886678221965,"MIR3681HG"
"chr18",76349417,76349712,296,2,0.0198442216897314,0.0135913178564325,0.00694279844514157,0.00366164480581762,""
"chr8",133190110,133190992,883,5,0.0198580589157022,0.00584168506531538,-0.00540156814979951,-0.00399612725045513,""
"chr16",72785355,72785369,15,2,0.0198720548738836,0.00472378779460825,-0.00529359164796925,-0.0041344860254325,"AC004943.2, ZFHX3"
"chr15",91872571,91872658,88,2,0.0198954153440034,0.00225788519068647,-0.00498404902743963,-0.00386563479069149,"SLCO3A1"
"chr16",47037568,47037636,69,2,0.0198966286748712,0.00842121712578303,0.00523793827193416,0.00270223273813042,""
"chr10",102266821,102266848,28,2,0.0199039534588078,0.0615517404890069,-0.00252840567679217,-0.00140728712838701,"GBF1"
"chr5",90390487,90390718,232,2,0.0199087724949055,0.035218812787983,-0.00245817811389114,-0.000820430387065615,""
"chr7",45684859,45685178,320,2,0.0199166372089645,0.00693231667431128,-0.00810886415019917,-0.00528759468453811,"ADCY1"
"chr5",142326447,142326648,202,2,0.0199167459398412,0.00504157010112311,0.00591315435662632,0.00537849900295044,"SPRY4-AS1, SPRY4"
"chr12",65826974,65827030,57,3,0.0199425790894803,0.00283384057046527,0.00536162627502141,0.00413122151810846,"HMGA2, RPSAP52"
"chr3",124281946,124282111,166,2,0.0199425790894803,0.00316392045427612,-0.00841325682754005,-0.0057349498922256,"KALRN"
"chr2",37659891,37659985,95,2,0.01996440363819,0.00691457379719554,-0.0050799378149001,-0.00341740416196645,"CDC42EP3"
"chr9",21576559,21576739,181,2,0.0199647645340208,0.0043903534614096,-0.0053727872335516,-0.00495355276545958,""
"chr22",24763912,24764341,430,5,0.019973258288966,0.00127357429831281,-0.0055059067892223,-0.00321457597239562,"PIWIL3"
"chr15",70778743,70779155,413,3,0.0199803344078162,0.00229351429612229,-0.00436309980552566,-0.00256859694984311,"AC009269.3"
"chr14",96204925,96205519,595,3,0.019989368003707,0.0400729601800387,-0.0036504508755661,-0.00289010515548282,"BDKRB2, AL355102.2"
"chr3",139934390,139935086,697,7,0.0199998534152999,0.00582641183549199,0.00652345460859485,0.00310406406098483,""
"chr16",2275855,2276079,225,4,0.020052658835029,0.00966772064472673,0.00383814992142643,0.00176939057593313,"ABCA3"
"chr17",64083746,64083877,132,2,0.0201151990248189,0.00579114299986222,-0.00782413600800648,-0.0053476276566649,"ERN1"
"chr11",57434661,57434770,110,2,0.0201198307782018,0.0020752423053045,-0.00648044695516368,-0.00608385875784317,""
"chr3",13647641,13647839,199,2,0.0201473077327981,0.00224960390415573,-0.00839815896862866,-0.00829457871281344,""
"chr10",133276594,133277073,480,7,0.0201527899352319,0.000647160067821695,0.00445346415460418,0.00331385622717362,"ADAM8"
"chr13",50800647,50800753,107,2,0.0201527899352319,0.00269304043787337,-0.00566054772404412,-0.00558661265798539,"DLEU1, DLEU7"
"chr2",226478278,226478629,352,2,0.020160186327045,0.00391838955770545,-0.00691768948781157,-0.00552332441016416,""
"chr12",47825487,47825646,160,2,0.0201682366418391,0.00269375361512333,-0.00798594980622674,-0.00611323256347905,"HDAC7"
"chr18",58179060,58179271,212,2,0.0201926949543153,0.0226592206437882,-0.00541850166128671,-0.00322881414938333,"NEDD4L"
"chr1",89974879,89975085,207,2,0.0202264605868364,0.00269723798983767,-0.00645162725211067,-0.00642524506980195,""
"chr10",73083338,73083550,213,2,0.0202611767628801,0.00269310547715383,-0.00527474518977754,-0.00460689339284598,"P4HA1"
"chr6",109059787,109059869,83,2,0.0202911317096014,0.00333220322555352,-0.00625798521764338,-0.00572514764880821,"SESN1"
"chr9",3898591,3898614,24,2,0.0202937582246437,0.00174743395660555,-0.00694395566528742,-0.00613897199016481,"GLIS3"
"chr10",5094590,5094986,397,2,0.0203116816046476,0.00314455474728109,-0.00723395105562041,-0.00668533068429044,"AKR1C3"
"chr16",2341701,2342200,500,3,0.020340119325946,0.00164969544176629,0.00713103451795056,0.00540499399229109,"ABCA17P"
"chr2",235746416,235746537,122,2,0.020340119325946,0.00347181630284538,-0.00166483868479002,-0.00165870574485771,"AGAP1"
"chr13",42533594,42533671,78,2,0.0203436899029928,0.00305666122948938,-0.00631848674385975,-0.00605660482742045,""
"chr9",75083297,75083440,144,2,0.0203473127854111,0.00288678364979477,-0.00739768315234732,-0.00702945482504667,"NMRK1"
"chr19",3458196,3459272,1077,3,0.0203640359052035,0.000865230088827429,-0.0068659920330265,-0.00634120844598856,"NFIC"
"chr11",112963744,112963799,56,2,0.0203730455935986,0.0034754713022796,0.00595088360170111,0.00529213691153144,"NCAM1"
"chr21",43768238,43768313,76,2,0.0203842281848828,0.00171702452722549,-0.0076872245273436,-0.00736664486468126,""
"chr2",43344851,43344871,21,2,0.0203938464234536,0.0034151307302071,-0.00666447679579024,-0.00592317904782917,"THADA"
"chr11",84924744,84924862,119,2,0.0203983335687714,0.00308394757885373,-0.00662366221547452,-0.00594556055054599,"DLG2"
"chr5",180786189,180786302,114,2,0.0204160454536136,0.00412111420039148,-0.00548696090628522,-0.00502985605421632,"MGAT1"
"chr2",69144173,69144422,250,2,0.0204204071296342,0.009306397788359,-0.00649248996058034,-0.00335080288135887,"ANTXR1"
"chr2",236572437,236572984,548,2,0.0204246763589219,0.00219000435178596,-0.00676010719098181,-0.00573242544034271,"ACKR3"
"chr5",34487564,34487838,275,3,0.0204456293836953,0.00608255422433179,-0.0083720234924917,-0.00382755825688885,""
"chr1",3155399,3156079,681,6,0.020471590544378,0.0084662283633772,-0.00822303701520201,-0.00406526015981495,"PRDM16"
"chr3",25173569,25173831,263,2,0.0204756397913838,0.0201327608686033,-0.00363999945779356,-0.00292838818203104,"AC092422.1"
"chr2",167965269,167966196,928,3,0.020510052388404,0.00254968681072391,-0.00586729091432389,-0.00336748473172785,"STK39"
"chr11",14374574,14374917,344,2,0.0205117532647423,0.00549813385600798,-0.00583448972721994,-0.00196317378144007,""
"chr2",127408469,127408703,235,3,0.0205626080792091,0.00179511849407255,0.00827374382499635,0.00576925208515978,""
"chr14",21069177,21069368,192,2,0.0205677192227017,0.00499686402651485,0.00493852576220966,0.00444445204966986,"NDRG2"
"chr20",57247533,57247576,44,2,0.0205677192227017,0.00278018302121252,-0.00487957574990577,-0.00461534474407839,"BMP7"
"chr4",138243569,138243636,68,2,0.0205944421812798,0.0040901644345412,-0.00536588929354304,-0.00453731103844816,""
"chr12",54300889,54301425,537,10,0.0206022517731904,0.00063465814104742,-0.0053717358011631,-0.00213130323996421,"AC078778.1, COPZ1, NFE2"
"chr10",130441237,130441594,358,5,0.0206204179109781,0.00171168827794913,-0.00536587998503428,-0.00370289375203583,"LINC02646"
"chr20",2692958,2694051,1094,5,0.020631427003962,0.01063309356504,0.00782192080302362,0.003640719723752,"EBF4"
"chr14",104697417,104697729,313,2,0.0206388433824701,0.00439291594923016,-0.00480895056912727,-0.0043469835151285,"INF2"
"chr11",1460525,1461939,1415,5,0.02063990758694,0.00114652054356717,-0.00723330579085344,-0.00398995346823009,"BRSK2"
"chr22",45605296,45605652,357,4,0.0206517664660699,0.00198220690718129,-0.00616531220960546,-0.00296825879635183,"LINC01589"
"chr21",41711736,41711921,186,2,0.0206705856416413,0.00383939624391081,-0.00805930452673308,-0.00797127914310508,"LINC00479"
"chr1",231163287,231163650,364,3,0.0206708067141204,0.0058987751359545,0.006734334320271,0.00513441216277561,"TRIM67"
"chr16",85995837,85995948,112,2,0.0207089859595797,0.00263676763774937,-0.00762734361766837,-0.00760817019822967,"AC092723.3"
"chr19",52248251,52248351,101,2,0.0207174454925125,0.00471824830785195,-0.00341881214502611,-0.00273163668326542,""
"chr17",45440398,45440429,32,2,0.0207257379937933,0.00265056234857146,-0.00516658370862376,-0.00384293794332361,"PLEKHM1"
"chr10",95230786,95231166,381,5,0.0207410823491108,0.00133920967979832,0.00765604513914661,0.00635806982254059,"AL157834.2"
"chr3",42852280,42852687,408,3,0.0207705359864266,0.00207026922667004,-0.00526558926374558,-0.00401870373912258,"ACKR2, AC099329.2, AC092042.3, KRBOX1, AC099329.1"
"chr20",48016481,48016574,94,2,0.0207793079269498,0.00353594385594663,-0.00703439896184917,-0.00393115258869147,"AL139351.2"
"chr9",35814943,35815754,812,9,0.0207840487306882,0.00542910590280439,-0.00179475885146036,-0.000641581489831439,"TMEM8B, HINT2, AL133410.3"
"chr6",55869936,55870150,215,2,0.020791838369954,0.00407902244402339,-0.00751303690204759,-0.00559504257124803,"BMP5"
"chr4",38154928,38155902,975,4,0.0208089359992839,0.00286236502049632,-0.00677157371823313,-0.00356915276285492,""
"chr4",146637392,146639618,2227,8,0.0208304747302055,0.0050373338795961,0.00360290470396242,0.00143396695242141,"POU4F2"
"chr15",55372955,55373038,84,2,0.0208547914960286,0.00344264560648781,-0.00709800889030377,-0.00546206202794682,"CCPG1, DNAAF4-CCPG1, MIR628"
"chr19",8050376,8050478,103,3,0.0209286942796249,0.00205113241114037,0.00428678159620448,0.00389135390560038,""
"chr11",34650470,34650478,9,2,0.0209326273992704,0.00269299266912402,-0.00711566421725664,-0.00642519711005197,"EHF"
"chr1",21814276,21814366,91,2,0.0209428843928799,0.0100233771363275,0.00869363603762007,0.00475168524914015,"LDLRAD2"
"chr8",144336130,144336301,172,2,0.0209792900781371,0.00575212547831084,0.00396724728544659,0.00306594080202936,"SLC52A2, SCRT1"
"chr9",119369617,119370101,485,7,0.0209970832311933,0.00330025537560109,0.00553170377857328,0.00181787855056888,""
"chr5",126718446,126718459,14,2,0.0210238940746952,0.00293256508477963,0.0022288559077743,0.00201259644753542,""
"chr2",237510049,237510077,29,2,0.0210475407042705,0.0037253924515624,-0.00620229814263741,-0.00565420974719472,"MLPH"
"chr2",38374902,38374992,91,2,0.0210522452433594,0.00378641488650807,-0.00487783460083617,-0.00471988052480957,"ATL2"
"chr4",25863556,25863793,238,6,0.0210724838886371,0.000606446610061232,0.00690339683551099,0.00555127152400277,"SMIM20, SEL1L3"
"chr5",57900122,57900451,330,2,0.0211348394796051,0.00365293605459506,-0.00606915858681494,-0.00480775979032579,""
"chr9",35072640,35072980,341,6,0.0211711798925139,0.00405525951418262,-0.00106161260978962,-0.000704328962141201,"VCP"
"chr20",64048282,64048360,79,2,0.0211774151077749,0.00464278750869498,0.0085812368244902,0.00833789215677892,"SOX18"
"chr17",17182089,17182213,125,2,0.021185154211702,0.019424280632918,-0.00731065173416068,-0.00284210944877838,"MPRIP, AC055811.4, AC055811.1"
"chr12",11724806,11725083,278,2,0.0211907052629454,0.00390765165162829,-0.00824581284066785,-0.00688617610812885,"ETV6"
"chr7",29990127,29990522,396,8,0.0212091189099108,0.00361048165721885,0.00797441513968977,0.00402405529593322,"FKBP14-AS1, SCRN1"
"chr7",117323139,117323448,310,6,0.021223064784024,0.00539028250245433,0.00262603994622936,0.00114161958781817,"CFTR, WNT2"
"chr12",58530056,58530131,76,2,0.0212393595011019,0.00409628653336754,-0.00860124804450732,-0.00677886641065983,""
"chr10",100655540,100655799,260,4,0.0212523081460288,0.0014887349888872,0.004634173412154,0.00295246719681922,""
"chr2",241547355,241547454,100,2,0.0212814481014395,0.00567193166576203,-0.00393856537112847,-0.00363370082337928,"BOK-AS1"
"chr20",21192073,21192303,231,2,0.0212814481014395,0.00260926880057563,-0.00796290490407696,-0.00785629910213909,"KIZ, KIZ-AS1"
"chr10",89343480,89343621,142,3,0.0212892140366064,0.00360008182585931,-0.00518582085016446,-0.00299511861329828,"LIPA"
"chr10",126087932,126088054,123,2,0.0212919774349631,0.0028060091805475,-0.00603634475698035,-0.0055457997960679,"ADAM12"
"chr18",54225380,54225854,475,2,0.0213168718323527,0.00323778403135141,-0.0022561867940661,-0.00224582471164283,""
"chr21",29019867,29019968,102,4,0.0213236872621091,0.00173547910845723,0.00470427258286018,0.00209440061350756,""
"chr10",103494670,103494731,62,2,0.0213236872621091,0.00380856666034008,0.00574165791514642,0.00515472854804944,"NEURL1, NEURL1-AS1"
"chr2",241759333,241759633,301,5,0.0213976352938595,0.0257851517664678,-0.00451332488459342,-0.00214153786146606,"D2HGDH"
"chr13",101408229,101408439,211,2,0.0214210604832417,0.00339758643529149,-0.00734285874381738,-0.00552730123277604,"NALCN"
"chr1",54298960,54298981,22,2,0.0214493017581529,0.00330214574673577,-0.00650650993490592,-0.00588871946838564,"SSBP3"
"chr13",96091398,96091907,510,5,0.0215025831139144,0.00226418514703158,0.00311569169897152,0.00242623281300793,"HS6ST3"
"chr11",2885437,2886107,671,17,0.0215096491698589,0.00124300473510892,0.00361655919439549,-1.92660690340897e-05,"CDKN1C"
"chr2",169768064,169768217,154,3,0.0215377618867672,0.00662863813268135,0.00224340973591042,0.0017480068442577,"KLHL23, PTCHD3P2"
"chr12",132582886,132583353,468,3,0.0215621092327796,0.00240297607593064,-0.00909887445038282,-0.00609609063503289,"FBRSL1"
"chr22",37803752,37803873,122,2,0.0215621092327796,0.00470733568691498,0.00714747615616928,0.00532636548566685,""
"chr15",59999681,60000310,630,4,0.021565668012281,0.00191295780132462,0.00340018207260405,0.00260495005149983,""
"chr11",122306523,122307119,597,2,0.0215763570195169,0.00210133304370636,-0.00731115634380769,-0.00657810373692031,"AP000755.2, MIR100HG"
"chr10",11875377,11875842,466,3,0.0215987832473597,0.00456685006060047,-0.00798692766050831,-0.00512488113733786,"PROSER2-AS1"
"chr17",20896157,20896331,175,5,0.0216007485281846,0.00210953091489566,-0.00606631528963181,-0.00258590617887394,"CCDC144NL-AS1"
"chr4",160318888,160319128,241,3,0.0216021783810175,0.00243750934321442,-0.00512280769307008,-0.00375673094914285,""
"chr9",83537888,83538011,124,3,0.0216147832573011,0.00222737382555829,0.00263707421383538,0.00193290491517534,"FRMD3"
"chr16",23071981,23072915,935,4,0.021623161095407,0.00906875625819419,-0.00668942496392832,-0.00247742255064102,"USP31"
"chr9",121700617,121700747,131,2,0.0216534822445237,0.00657781826482329,0.00606464866173417,0.00557895071656451,"DAB2IP"
"chr2",235518160,235518459,300,3,0.0216634412558457,0.00254306006900399,-0.00431178203778362,-0.00388478234217692,"AGAP1"
"chr6",127117281,127117601,321,2,0.0216782235483852,0.00303645182486156,0.00277581669865602,0.00269546133918535,"AL356534.1"
"chr9",122075532,122075854,323,3,0.0216992587489314,0.00381378767904449,-0.00751077379654483,-0.00491563324880319,"TTLL11"
"chr5",179680963,179681585,623,5,0.0217028101398085,0.00825088959324007,-0.00569866970302313,-0.00227141086087094,"CANX, HMGB3P22, CBY3"
"chr6",139996619,139996784,166,2,0.0217044816216417,0.00298296497101616,-0.0070953010140242,-0.0046993045247767,"AL357146.1"
"chr7",34066944,34067068,125,2,0.0217371329835703,0.00268620505691122,-0.00594382834137977,-0.00580584868064265,"BMPER"
"chr1",217275472,217276046,575,3,0.0217444600141998,0.00231897887339091,-0.00683120247014362,-0.00513840889680642,""
"chr11",417189,417643,455,5,0.0217985178006749,0.00412111420039148,0.00746544551576129,0.00440217576094143,"SIGIRR"
"chr9",136711748,136712404,657,7,0.021802357244029,0.00149360598335717,0.00475033594748764,0.00212744218377848,""
"chr16",89343788,89344824,1037,5,0.0218059014636321,0.00355503873555856,-0.00542104602472579,-0.00358886704223479,"ANKRD11"
"chr8",39990053,39990161,109,2,0.0218220969273575,0.00492358619811724,-0.00581586440741272,-0.00510633704080318,"IDO2, AC007991.3"
"chr10",3141386,3141633,248,4,0.0218532636202246,0.00159285729818594,-0.00555022224079222,-0.00378861356963706,"AL451164.2, PITRM1-AS1, PITRM1"
"chr12",52601269,52601466,198,4,0.0218561071929216,0.000649907725624527,0.00815034085824706,0.00691790807598654,"KRT72"
"chr3",63101559,63101590,32,3,0.021887646064409,0.00237060573149723,-0.00575108586859735,-0.00435950665664535,"LINC00698"
"chr12",43965155,43965228,74,2,0.0219176469440095,0.00265725835037575,-0.00722095492890519,-0.00714188174914008,"TMEM117"
"chr10",14774881,14775328,448,6,0.0219177408879018,0.172659707296207,-0.00589862507598719,-0.0011589410809056,"FAM107B"
"chr12",14934860,14935050,191,3,0.0219177408879018,0.0113736842354137,-0.00613700005491305,-0.00369335062332574,"ERP27"
"chr10",104293907,104294163,257,2,0.02192896127316,0.00391631171465326,-0.0071895403301209,-0.00427519317187312,"GSTO2"
"chr10",117139664,117139896,233,3,0.0219431247464464,0.00887213346068408,0.00354326433166376,0.00194995460019333,""
"chr3",125056011,125056268,258,4,0.0219482323920528,0.00410351473874545,-0.00053550925495224,-0.000306828219143776,""
"chr22",30249171,30249336,166,3,0.0219522452752812,0.0032041557947582,-0.0050283635483029,-0.00465276027280745,""
"chr11",46276338,46276455,118,2,0.0219522452752812,0.00300409487031856,-0.00619617317567184,-0.00594014959500971,""
"chr10",100347789,100348000,212,5,0.0219697859611338,0.003569953887543,0.00494722457764508,0.00261346770055282,"SCD"
"chr7",27115929,27116443,515,4,0.0219997948055056,0.0037581767460373,0.00716827932082168,0.00530696757662665,"HOXA-AS2, HOXA3"
"chr9",92947246,92947540,295,5,0.0220134385240124,0.00147936476224517,-0.0028119466972703,-0.00187394024628569,"FGD3"
"chr5",114363072,114363497,426,4,0.0220182352540843,0.00480152360097031,0.00367776721280585,0.0024726373754809,"KCNN2"
"chr19",8458645,8458650,6,2,0.0220320760283889,0.00286461583808178,-0.00595500547268647,-0.00553501882396158,"HNRNPM"
"chr19",39136526,39136823,298,2,0.0220438555120292,0.00769760012788042,-0.00514686474571492,-0.00357053372906385,"PAK4"
"chr6",84774909,84775145,237,3,0.0221377715004517,0.00722744049417459,0.0108866060685349,0.00550944866140745,""
"chr6",43276207,43276566,360,3,0.0221431301927104,0.00205636473610417,0.00945790229806059,0.00687538803869665,"TTBK1"
