"Name","gene_name","chr","pos","Relation_to_Island","UCSC_RefGene_Group"
"cg17672070_TC21","GRIN2A","chr16",10031525,"OpenSea",""
"cg21117749_TC21","GRIN2A","chr16",10127146,"OpenSea",""
"cg21117748_TC21","GRIN2A","chr16",10127011,"OpenSea",""
"cg21117745_BC21","GRIN2A","chr16",10126670,"OpenSea",""
"cg21117746_TC21","GRIN2A","chr16",10126736,"OpenSea",""
"cg21117348_TC21","GRIN2A","chr16",10083600,"OpenSea",""
"cg21117347_BC21","GRIN2A","chr16",10083523,"OpenSea",""
"cg04898487_TC21","GRIN2A","chr16",10178750,"Shore",""
"ch.16.9751610F_BC21","GRIN2A","chr16",9750252,"OpenSea",""
"cg15241633_TC11","GRM3","chr7",86786629,"Island","exon_3;exon_3"
"cg24682512_BC21","GRM3","chr7",86648363,"OpenSea",""
"cg14724613_TC21","GRM3","chr7",86644113,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg25225238_TC21","GRM3","chr7",86643657,"OpenSea","TSS1500;TSS1500"
"cg15331781_TC21","GRM3","chr7",86645127,"OpenSea",""
"cg20738755_TC21","GRM3","chr7",86644369,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg17814180_TC21","GRM3","chr7",86644704,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg04062190_TC21","GRM3","chr7",86784122,"Shelf",""
"cg02232377_BC21","GRM3","chr7",86667768,"OpenSea",""
"cg18782491_TC21","GRM3","chr7",86825510,"OpenSea",""
"cg04743945_BC21","GRM3","chr7",86643742,"OpenSea","TSS200;TSS200"
"cg01449218_TC21","GRM3","chr7",86643767,"OpenSea","TSS200;TSS200"
"cg05339056_BC21","GRM3","chr7",86761846,"OpenSea",""
"cg22363670_TC21","GRM3","chr7",86643853,"OpenSea","TSS200;TSS200"
"cg23183497_TC21","GRM3","chr7",86644402,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg16669485_BC21","GRM3","chr7",86867723,"OpenSea",""
"cg04894216_TC21","GRM3","chr7",86748563,"OpenSea",""
"cg27073262_TC21","GRM3","chr7",86864476,"OpenSea","exon_6;3UTR;exon_5;3UTR"
"cg02515133_TC21","GRM3","chr7",86786371,"Island","exon_3;exon_3"
"cg00269140_TC21","GRM3","chr7",86760226,"OpenSea",""
"cg24098927_TC21","GRM3","chr7",86643864,"OpenSea","TSS200;TSS200"
"cg01331810_BC21","GRM3","chr7",86784986,"Shore",""
"cg22562461_TC21","GRM3","chr7",86645453,"OpenSea",""
"cg02598335_BC21","GRM3","chr7",86708602,"OpenSea",""
"cg01511379_TC21","GRM3","chr7",86643775,"OpenSea","TSS200;TSS200"
"cg17517849_TC21","GRM3","chr7",86642462,"OpenSea","TSS1500;TSS1500"
"cg24192279_TC21","GRM3","chr7",86786749,"Island","exon_3;exon_3"
"cg11210312_TC21","GRM3","chr7",86846164,"OpenSea",""
"cg17580484_BC21","GRM3","chr7",86769178,"OpenSea",""
"cg05575828_BC21","GRM3","chr7",86786317,"Island","exon_3;exon_3"
"cg00466990_TC21","GRM3","chr7",86786979,"Shore","exon_3;exon_3"
"cg07133389_BC21","GRM3","chr7",86815165,"OpenSea",""
"cg21941633_TC21","GRM3","chr7",86644686,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg11345781_TC21","GRM3","chr7",86786903,"Shore","exon_3;exon_3"
"cg00762869_TC21","GRM3","chr7",86644817,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg02127692_BC21","GRM3","chr7",86643490,"OpenSea","TSS1500;TSS1500"
"cg09105123_BC21","GRM3","chr7",86777112,"OpenSea",""
"cg26710276_BC21","GRM3","chr7",86745168,"OpenSea",""
"cg19189601_TC21","GRM3","chr7",86776821,"OpenSea",""
"cg21295221_BC21","GRM3","chr7",86786746,"Island","exon_3;exon_3"
"cg01013403_TC21","GRM3","chr7",86645984,"OpenSea",""
"cg07514902_BC21","GRM3","chr7",86776077,"OpenSea",""
"cg14876771_BC21","GRM3","chr7",86786846,"Shore","exon_3;exon_3"
"cg04946588_BC21","GRM3","chr7",86642467,"OpenSea","TSS1500;TSS1500"
"cg08682416_BC21","GRM3","chr7",86846350,"OpenSea",""
"cg11345729_BC21","GRM3","chr7",86784161,"Shelf",""
"cg11346218_BC21","GRM3","chr7",86867526,"OpenSea",""
"cg11346121_TC21","GRM3","chr7",86846807,"OpenSea",""
"cg22555806_TC21","GRM3","chr7",86789105,"Shelf",""
"cg01901411_TC11","HSD11B1","chr1",209743957,"Shelf","TSS1500"
"cg27403618_TC21","HSD11B1","chr1",209734005,"OpenSea",""
"cg01901087_BC21","HSD11B1","chr1",209686465,"OpenSea",""
"cg14139038_BC21","HSD11B1","chr1",209703995,"OpenSea","TSS1500"
"cg04732193_TC21","HSD11B1","chr1",209685236,"OpenSea","TSS1500;TSS1500"
"cg09366519_BC21","HSD11B1","chr1",209704625,"OpenSea","TSS1500"
"cg06828613_TC21","HSD11B1","chr1",209686393,"OpenSea",""
"cg17297831_BC21","HSD11B1","chr1",209725160,"OpenSea","TSS1500"
"cg00312486_TC21","HSD11B1","chr1",209704093,"OpenSea","TSS1500"
"cg16897216_TC21","HSD11B1","chr1",209703492,"OpenSea","TSS1500"
"cg08847382_BC21","HSD11B1","chr1",209679016,"Shelf",""
"cg08865695_BC21","HSD11B1","chr1",209743892,"Shelf","TSS1500"
"cg04484523_BC21","HSD11B1","chr1",209705044,"OpenSea",""
"cg13860928_TC21","HSD11B1","chr1",209742530,"OpenSea","exon_1"
"cg26880525_BC21","HSD11B1","chr1",209704596,"OpenSea","TSS1500"
"cg25471557_TC21","HSD11B1","chr1",209689135,"OpenSea",""
"cg12761518_TC21","HSD11B1","chr1",209685461,"OpenSea","TSS1500;TSS1500"
"cg12065670_BC21","HSD11B1","chr1",209684994,"OpenSea","TSS1500;TSS1500"
"cg13781869_TC21","HSD11B1","chr1",209704269,"OpenSea","TSS1500"
"cg08780327_TC21","HSD11B1","chr1",209724492,"OpenSea","TSS1500"
"cg05112220_TC21","HSD11B1","chr1",209704752,"OpenSea","TSS200"
"cg05401402_BC21","HSD11B1","chr1",209697522,"OpenSea",""
"cg22248789_TC21","HSD11B1","chr1",209685497,"OpenSea","TSS1500;TSS1500"
"cg11926430_BC21","HSD11B1","chr1",209710262,"OpenSea",""
"cg17726275_BC21","HSD11B1","chr1",209692229,"OpenSea",""
"cg10921886_TC21","HSD11B1","chr1",209686005,"OpenSea","TSS200;TSS200"
"cg20191437_BC21","HSD11B1","chr1",209704037,"OpenSea","TSS1500"
"cg08401077_BC21","HSD11B1","chr1",209685201,"OpenSea","TSS1500;TSS1500"
"cg02947427_TC21","HSD11B1","chr1",209724313,"OpenSea","TSS200"
"cg17610535_TC21","HSD11B1","chr1",209724269,"OpenSea","TSS200"
"cg03996090_BC21","HSD11B1","chr1",209685986,"OpenSea","TSS200;TSS200"
"cg06571187_BC21","HSD11B1","chr1",209704778,"OpenSea","TSS200"
"cg01901054_BC21","HSD11B1","chr1",209677826,"Shore",""
"cg01901108_BC21","HSD11B1","chr1",209689754,"OpenSea",""
"cg01901188_BC21","HSD11B1","chr1",209705014,"OpenSea","exon_2;exon_1;exon_2"
"cg02219936_BC21","HSD11B1","chr1",209742713,"OpenSea","TSS200"
"cg01901136_TC21","HSD11B1","chr1",209693036,"OpenSea",""
"cg01901137_BC21","HSD11B1","chr1",209693064,"OpenSea",""
"cg20556751_BC11","HSD11B2","chr16",67430988,"Island","TSS200"
"cg07545640_TC11","HSD11B2","chr16",67430926,"Island","TSS200"
"cg12670061_TC11","HSD11B2","chr16",67431139,"Island","5UTR;exon_1"
"cg16545496_BC11","HSD11B2","chr16",67430619,"Island","TSS1500"
"cg02955911_BC11","HSD11B2","chr16",67430600,"Island","TSS1500"
"cg13753571_TC11","HSD11B2","chr16",67430983,"Island","TSS200"
"cg13678281_BC11","HSD11B2","chr16",67432567,"Shore",""
"cg12790440_TC11","HSD11B2","chr16",67430965,"Island","TSS200"
"cg12081455_TC11","HSD11B2","chr16",67431658,"Shore",""
"cg09647884_TC11","HSD11B2","chr16",67438575,"OpenSea","exon_8"
"cg02600514_TC21","HSD11B2","chr16",67438596,"OpenSea","exon_8"
"cg21640586_BC21","HSD11B2","chr16",67423772,"OpenSea",""
"cg08789908_TC21","HSD11B2","chr16",67430804,"Island","TSS1500"
"cg20981893_TC21","HSD11B2","chr16",67431558,"Island",""
"cg02734600_TC21","HSD11B2","chr16",67433848,"Shelf",""
"cg00771593_BC21","HSD11B2","chr16",67439028,"OpenSea","exon_6"
"cg26954464_TC21","HSD11B2","chr16",67438959,"OpenSea",""
"cg10686375_TC21","HSD11B2","chr16",67430975,"Island","TSS200"
"cg07724674_BC21","HSD11B2","chr16",67431552,"Island",""
"cg02089487_TC21","HSD11B2","chr16",67438604,"OpenSea","exon_8"
"cg01443318_TC21","HSD11B2","chr16",67432357,"Shore",""
"cg27130954_TC21","HSD11B2","chr16",67430428,"Shore","TSS1500"
"cg26624628_BC21","HSD11B2","chr16",67423760,"OpenSea",""
"cg22153516_TC21","HSD11B2","chr16",67441793,"OpenSea",""
"cg21640808_TC21","HSD11B2","chr16",67431674,"Shore",""
"cg04712664_BC21","HSD11B2","chr16",67429999,"Shore","TSS1500"
"cg09236121_TC21","HSD11B2","chr16",67439996,"OpenSea",""
"cg26369930_BC21","HSD11B2","chr16",67441493,"OpenSea",""
"cg23429481_TC21","HSD11B2","chr16",67443540,"OpenSea",""
"cg12612492_BC21","HSD11B2","chr16",67441687,"OpenSea",""
"cg09807841_BC21","HSD11B2","chr16",67436034,"OpenSea","exon_3"
"cg05883442_TC21","HSD11B2","chr16",67442234,"OpenSea",""
"cg04750517_BC21","HSD11B2","chr16",67437269,"OpenSea","exon_5;3UTR"
"cg07231738_TC21","HSD11B2","chr16",67438460,"OpenSea","3UTR;exon_8"
"cg26774927_BC21","HSD11B2","chr16",67444452,"OpenSea",""
"cg21640658_TC21","HSD11B2","chr16",67428175,"Shelf",""
"cg21641066_BC21","HSD11B2","chr16",67445335,"OpenSea",""
"cg21640663_BC21","HSD11B2","chr16",67428354,"Shelf",""
"cg21640662_TC21","HSD11B2","chr16",67428334,"Shelf",""
"cg12983608_TC11","HSP90AA1","chr14",102139910,"Island","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;exon_1;exon_1;exon_1;TSS200"
"cg13797425_BC11","HSP90AA1","chr14",102088640,"Shore",""
"cg04414295_TC11","HSP90AA1","chr14",102139981,"Island","exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;5UTR;exon_1;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;TSS1500"
"cg01145559_TC11","HSP90AA1","chr14",102139492,"Island","exon_1;5UTR;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg21410754_BC11","HSP90AA1","chr14",102087339,"Island","TSS1500"
"cg06320026_BC11","HSP90AA1","chr14",102139724,"Island","exon_1;5UTR;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200"
"cg17053483_TC11","HSP90AA1","chr14",102087343,"Island","TSS1500"
"cg24513967_TC11","HSP90AA1","chr14",102139881,"Island","TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200"
"cg13263472_BC11","HSP90AA1","chr14",102126819,"OpenSea",""
"cg23268892_BC11","HSP90AA1","chr14",102087094,"Island","TSS200"
"cg06798479_BC11","HSP90AA1","chr14",102086870,"Island",""
"cg19986967_TC11","HSP90AA1","chr14",102079265,"OpenSea",""
"cg19986955_TC11","HSP90AA1","chr14",102078623,"OpenSea",""
"cg10833014_BC21","HSP90AA1","chr14",102139615,"Island","exon_1;5UTR;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg18412984_BC21","HSP90AA1","chr14",102138385,"Shore","TSS1500;TSS1500;TSS1500;TSS1500"
"cg04281268_BC21","HSP90AA1","chr14",102139956,"Island","exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;5UTR;exon_1;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;TSS1500"
"cg05412906_TC21","HSP90AA1","chr14",102096443,"OpenSea",""
"cg23289024_BC21","HSP90AA1","chr14",102088509,"Shore","TSS1500"
"cg02015261_BC21","HSP90AA1","chr14",102125930,"OpenSea",""
"cg21735344_TC21","HSP90AA1","chr14",102086923,"Island",""
"cg05557516_TC21","HSP90AA1","chr14",102071793,"OpenSea",""
"cg12921795_TC21","HSP90AA1","chr14",102139604,"Island","exon_1;5UTR;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg14893857_TC21","HSP90AA1","chr14",102088632,"Shore",""
"cg23904247_BC21","HSP90AA1","chr14",102088489,"Shore","TSS1500"
"cg16328540_TC21","HSP90AA1","chr14",102086393,"Island",""
"cg25043643_BC21","HSP90AA1","chr14",102142937,"Shelf",""
"cg26174539_TC21","HSP90AA1","chr14",102139931,"Island","exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;5UTR;exon_1;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;TSS200"
"cg02930969_TC21","HSP90AA1","chr14",102140844,"Shore","TSS1500"
"cg07030774_TC21","HSP90AA1","chr14",102139509,"Island","exon_1;5UTR;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg24202477_BC21","HSP90AA1","chr14",102141009,"Shore","TSS1500"
"cg04491860_TC21","HSP90AA1","chr14",102139669,"Island","exon_1;5UTR;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg02977278_BC21","HSP90AA1","chr14",102103253,"OpenSea",""
"cg23047611_BC21","HSP90AA1","chr14",102086446,"Island",""
"cg02791829_TC21","HSP90AA1","chr14",102097878,"OpenSea",""
"cg25915410_TC21","HSP90AA1","chr14",102085724,"Shore",""
"cg06740650_BC21","HSP90AA1","chr14",102085680,"Shore",""
"cg12734329_BC21","HSP90AA1","chr14",102096650,"OpenSea",""
"cg15325186_BC21","HSP90AA1","chr14",102095880,"OpenSea",""
"cg19987400_BC21","HSP90AA1","chr14",102094831,"OpenSea",""
"cg19987424_BC21","HSP90AA1","chr14",102096758,"OpenSea",""
"cg19987405_BC21","HSP90AA1","chr14",102095096,"OpenSea",""
"cg11789371_BC21","HSP90AA1","chr14",102085048,"Shore",""
"cg05085587_BC21","HSP90AA1","chr14",102140272,"Island","TSS1500"
"cg15313936_TC21","HSP90AA1","chr14",102142137,"Shore",""
"cg13416283_TC21","HSP90AA1","chr14",102087730,"Island","TSS1500"
"cg13684553_BC21","HSP90AA1","chr14",102139928,"Island","exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;5UTR;exon_1;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;exon_1;TSS200"
"cg19988100_BC21","HSP90AA1","chr14",102139267,"Island","exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200;TSS200;TSS1500;TSS1500;TSS1500"
"cg19988099_TC21","HSP90AA1","chr14",102139264,"Island","exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200;TSS200;TSS1500;TSS1500;TSS1500"
"cg19986980_BC21","HSP90AA1","chr14",102080340,"OpenSea",""
"cg19986978_BC21","HSP90AA1","chr14",102080300,"OpenSea",""
"cg19986964_BC21","HSP90AA1","chr14",102079203,"OpenSea",""
"cg19986954_TC21","HSP90AA1","chr14",102078596,"OpenSea",""
"cg19986825_TC21","HSP90AA1","chr14",102071378,"OpenSea",""
"cg19986824_BC21","HSP90AA1","chr14",102071336,"OpenSea",""
"cg20453394_TC11","HTR1A","chr5",63959455,"Island","3UTR;exon_1"
"cg23448729_TC11","HTR1A","chr5",63960458,"Shore","exon_1"
"cg27615388_TC11","HTR1A","chr5",63961265,"Island","exon_1"
"cg09698471_TC11","HTR1A","chr5",63962020,"Island","exon_1;5UTR"
"cg10588470_BC11","HTR1A","chr5",63960792,"Island","exon_1"
"cg05040472_TC11","HTR1A","chr5",63959860,"Shore","3UTR;exon_1"
"cg12523924_TC11","HTR1A","chr5",63959532,"Island","3UTR;exon_1"
"cg13666507_BC21","HTR1A","chr5",63962114,"Shore","exon_1;5UTR"
"cg04427003_TC21","HTR1A","chr5",63961672,"Island","exon_1"
"cg01020744_TC21","HTR1A","chr5",63960061,"Shore","3UTR;exon_1"
"cg08259925_TC21","HTR1A","chr5",63961986,"Island","exon_1;5UTR"
"cg10198270_BC21","HTR1A","chr5",63962484,"Shore","TSS200"
"cg02266732_BC21","HTR1A","chr5",63961883,"Island","exon_1;5UTR"
"cg11432303_TC21","HTR1A","chr5",63963231,"Shore","TSS1500"
"cg00221070_TC21","HTR1A","chr5",63959978,"Shore","3UTR;exon_1"
"cg24813736_TC21","HTR1A","chr5",63959218,"Island","3UTR;exon_1"
"cg16280141_BC21","HTR1A","chr5",63961926,"Island","exon_1;5UTR"
"cg17386123_BC21","HTR1A","chr5",63961526,"Island","exon_1"
"cg08764163_TC21","HTR1A","chr5",63962941,"Shore","TSS1500"
"cg07839533_TC21","HTR1A","chr5",63962058,"Island","exon_1;5UTR"
"cg15092168_TC21","HTR1A","chr5",63962046,"Island","exon_1;5UTR"
"cg04799838_BC21","HTR1A","chr5",63961099,"Island","exon_1"
"cg10485633_BC21","HTR1A","chr5",63957789,"Shore",""
"cg04694812_TC21","HTR1A","chr5",63961727,"Island","exon_1;5UTR"
"cg11615755_BC21","HTR1A","chr5",63962040,"Island","exon_1;5UTR"
"cg09845914_BC21","HTR1A","chr5",63956966,"Shelf",""
"cg20598238_TC21","HTR1A","chr5",63962956,"Shore","TSS1500"
"cg27420687_BC21","HTR1A","chr5",63962765,"Shore","TSS1500"
"cg16807523_BC21","HTR1A","chr5",63962607,"Shore","TSS200"
"cg24118521_TC11","HTR2A","chr13",46898195,"OpenSea","TSS1500;TSS1500;TSS200"
"cg12367389_BC11","HTR2A","chr13",46894019,"OpenSea",""
"cg19311535_TC21","HTR2A","chr13",46905547,"OpenSea",""
"cg16977383_TC21","HTR2A","chr13",46831206,"OpenSea",""
"cg20102280_BC21","HTR2A","chr13",46896658,"OpenSea",""
"cg02250787_BC21","HTR2A","chr13",46896854,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg00308665_BC21","HTR2A","chr13",46895519,"OpenSea","exon_2;exon_2"
"cg23881368_BC21","HTR2A","chr13",46898208,"OpenSea","TSS1500;TSS1500;TSS200"
"cg07075299_TC21","HTR2A","chr13",46898225,"OpenSea","TSS1500;TSS1500;TSS200"
"cg03147723_BC21","HTR2A","chr13",46896219,"OpenSea","exon_2;5UTR;exon_2;5UTR"
"cg27068143_BC21","HTR2A","chr13",46897129,"OpenSea","TSS200;TSS200"
"cg09361691_BC21","HTR2A","chr13",46897034,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg05506829_TC21","HTR2A","chr13",46898214,"OpenSea","TSS1500;TSS1500;TSS200"
"cg11514288_BC21","HTR2A","chr13",46897062,"OpenSea","TSS200;TSS200"
"cg16188532_BC21","HTR2A","chr13",46896955,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg15894389_TC21","HTR2A","chr13",46896722,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg06020661_TC21","HTR2A","chr13",46898003,"OpenSea","5UTR;exon_1;TSS1500;TSS1500"
"cg20559070_BC21","HTR2A","chr13",46850936,"OpenSea","TSS1500;TSS1500"
"cg02027079_TC21","HTR2A","chr13",46897570,"OpenSea","TSS1500;TSS1500"
"cg01192538_BC21","HTR2A","chr13",46897915,"OpenSea","TSS1500;TSS1500"
"cg18200810_TC21","HTR2A","chr13",46898065,"OpenSea","5UTR;exon_1;TSS1500;TSS1500"
"cg06476131_BC21","HTR2A","chr13",46896917,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg14059288_BC21","HTR2A","chr13",46894105,"OpenSea",""
"cg00154848_BC21","HTR2A","chr13",46844636,"OpenSea",""
"cg15247499_BC21","HTR2A","chr13",46851715,"OpenSea","TSS1500;TSS1500"
"cg05834951_BC21","HTR2A","chr13",46851827,"OpenSea","TSS1500;TSS1500"
"cg15524383_TC21","HTR2A","chr13",46866298,"OpenSea",""
"cg06256185_TC21","HTR2A","chr13",46855563,"OpenSea",""
"cg17344495_BC21","HTR2A","chr13",46831761,"OpenSea","3UTR;exon_4;3UTR;exon_3;3UTR;exon_4"
"cg06155163_BC21","HTR2A","chr13",46852160,"OpenSea","exon_1;exon_1"
"cg18708561_BC21","HTR2A","chr13",46871091,"OpenSea",""
"cg18806082_BC21","HTR2A","chr13",46894515,"OpenSea",""
"cg09394608_TC21","HTR2A","chr13",46898294,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg01620540_TC21","HTR2A","chr13",46897929,"OpenSea","TSS1500;TSS1500"
"cg15692052_BC21","HTR2A","chr13",46898115,"OpenSea","TSS1500;TSS1500;TSS200"
"cg10323433_BC21","HTR2A","chr13",46897427,"OpenSea","TSS1500;TSS1500"
"cg09798090_BC21","HTR2A","chr13",46898005,"OpenSea","5UTR;exon_1;TSS1500;TSS1500"
"cg23735699_TC21","HTR2A","chr13",46850532,"OpenSea",""
"cg20509117_BC11","IL6","chr7",22727695,"OpenSea","TSS200"
"cg15703690_TC21","IL6","chr7",22727373,"OpenSea",""
"cg01770232_TC21","IL6","chr7",22726536,"OpenSea","exon_2;TSS1500;TSS1500;TSS1500"
"cg02335517_TC21","IL6","chr7",22728819,"OpenSea","TSS1500"
"cg05265849_BC21","IL6","chr7",22727771,"OpenSea","TSS200"
"cg13104385_BC21","IL6","chr7",22727765,"OpenSea","TSS200"
"cg02201050_BC21","IL6","chr7",22719464,"OpenSea",""
"cg26759814_BC21","IL6","chr7",22723740,"OpenSea",""
"cg07998387_TC21","IL6","chr7",22727952,"OpenSea","TSS1500"
"cg09840472_BC21","IL6","chr7",22724778,"OpenSea",""
"cg00087425_TC21","IL6","chr7",22727210,"OpenSea","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1"
"cg04917860_BC21","IL6","chr7",22717516,"OpenSea",""
"cg05472934_BC21","IL6","chr7",22727038,"OpenSea","TSS200;TSS200;TSS200"
"cg10140158_BC21","IL6","chr7",22726131,"OpenSea","exon_2;TSS1500;TSS1500;TSS1500"
